Project,URL,Matches
dmlc/dgl,https://github.com/dmlc/dgl/pull/1665,bias
dmlc/dgl,https://github.com/dmlc/dgl/pull/2987,bias
dmlc/dgl,https://github.com/dmlc/dgl/issues/3523,bias
dmlc/dgl,https://github.com/dmlc/dgl/pull/3970,bias
dmlc/dgl,https://github.com/dmlc/dgl/pull/4071,bias
dmlc/dgl,https://github.com/dmlc/dgl/pull/4310,bias
dmlc/dgl,https://github.com/dmlc/dgl/pull/4916,bias
dmlc/dgl,https://github.com/dmlc/dgl/pull/5131,bias
dmlc/dgl,https://github.com/dmlc/dgl/pull/5127,bias
dmlc/dgl,https://github.com/dmlc/dgl/pull/4747,bias
dmlc/dgl,https://github.com/dmlc/dgl/issues/4882,bias
dmlc/dgl,https://github.com/dmlc/dgl/pull/5466,bias
dmlc/dgl,https://github.com/dmlc/dgl/issues/5682,bias
doccano/doccano,https://github.com/doccano/doccano/pull/987,parity
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/199,fair
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/983,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/922,fair
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/1396,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/1397,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/890,balance
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/1528,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/1893,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/2112,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/2113,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/1781,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/2753,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/3673,diversity
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/1790,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/4287,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/4288,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/4289,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/4290,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/3804,diversity
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/3468,diversity
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/1527,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/4622,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/4623,bias
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/4746,fair
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/5069,diversity
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/5156,discriminat
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/pull/5346,fair
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq/issues/5430,fair
google-deepmind/sonnet,https://github.com/google-deepmind/sonnet/issues/65,bias
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/95,protect
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/413,gender
gradio-app/gradio,https://github.com/gradio-app/gradio/pull/1780,transparen
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/1759,bias
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/3939,protect
gradio-app/gradio,https://github.com/gradio-app/gradio/issues/5247,transparen
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/issues/51,equalit
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/issues/1304,equalit
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/pull/1837,inclusive
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/pull/2555,protect
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/pull/2556,protect
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/issues/3528,transparen
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/issues/4049,geography
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/pull/5145,parity
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/pull/5587,bias
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/pull/5597,equalit
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/pull/5586,inclusive
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/pull/8254,protect
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/pull/7237,parity
great-expectations/great_expectations,https://github.com/great-expectations/great_expectations/pull/9073,age
jina-ai/jina,https://github.com/jina-ai/jina/pull/198,balance
jina-ai/jina,https://github.com/jina-ai/jina/pull/4721,protect
jina-ai/jina,https://github.com/jina-ai/jina/issues/4515,balance
jina-ai/jina,https://github.com/jina-ai/jina/pull/5370,protect
jina-ai/jina,https://github.com/jina-ai/jina/pull/5440,protect
jina-ai/jina,https://github.com/jina-ai/jina/pull/6024,balance
jindongwang/transferlearning,https://github.com/jindongwang/transferlearning/pull/299,balance
jindongwang/transferlearning,https://github.com/jindongwang/transferlearning/issues/361,discriminat
kubeflow/pipelines,https://github.com/kubeflow/pipelines/issues/1389,parity
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/2095,parity
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/3561,equalit
kubeflow/pipelines,https://github.com/kubeflow/pipelines/issues/4384,protect
kubeflow/pipelines,https://github.com/kubeflow/pipelines/issues/3742,fair
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/9421,bias
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/9483,bias
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/9531,bias
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/9628,bias
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/9676,bias
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/9677,bias
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/9825,bias
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/9840,bias
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/9760,bias
kubeflow/pipelines,https://github.com/kubeflow/pipelines/pull/10026,bias
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant/pull/723,protect
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant/pull/689,protect
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant/issues/835,bias
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant/issues/1028,equit;equitab
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant/issues/2422,abuse
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant/issues/3422,transparen
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant/issues/2102,bias
langgenius/dify,https://github.com/langgenius/dify/pull/379,neutral;gender
langgenius/dify,https://github.com/langgenius/dify/pull/2971,age
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/557,discriminat
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/1855,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/1947,disparity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/2992,discriminat
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/4305,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/1497,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/4526,disparity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/4651,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/4748,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/4747,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/4749,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/4772,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/4322,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/4786,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/4795,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/4884,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/4443,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/4750,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/5082,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/4910,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/5119,balance
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/5113,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/2080,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/5170,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/5191,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/5380,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/5390,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/5093,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/5853,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/5866,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/5996,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/6281,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/6876,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/1351,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/1284,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/7017,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/7213,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/4796,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/7420,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/6943,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/8250,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/7774,bias
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/8420,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/7832,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/9481,equalit
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/9514,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/9515,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/9516,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/9779,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/5096,discriminat
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/10002,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/10101,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/10032,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/10031,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/10200,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/10121,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/10300,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/7751,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/10781,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/10799,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/11000,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/11130,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/11483,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/11513,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/11478,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/11237,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/11482,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/11550,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/9849,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/11767,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/12021,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/12195,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/9778,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/11567,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/issues/11407,bias
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/12860,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/13182,parity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/14334,opportunity
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/14476,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/14548,protect
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/14721,fair
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning/pull/14921,fair
